PropType,Price,CBD Distance,Bedroom,Bathroom,Car-Garage,Landsize,Building Area,Built Year,RE Agency,Median Price,Median Rental,PropertyCount,Status
u,410000,2.6,1,1,1,220,157.1428571,1979,HockingStuart,1340000,620,14949,NS
u,466000,22.7,1,1,0,194,138.5714286,2019,Century 21,709000,440,11806,S
h,571750,14.7,3,1,4,591,347.6470588,1970,Ray White,587000,450,16166,NS
u,615000,2,2,1,2,280,233.3333333,2003,Beller,1062500,580,4553,S
h,620000,12.8,4,1,2,482,209.5652174,1970,Barry Plant,592500,383,1281,NS
u,650000,10.4,1,1,1,197,140.7142857,2001,Barry Plant,903000,495,2291,S
u,670000,7.7,2,1,1,215,179.1666667,1970,Jellis Craig,2250000,595,8920,NS
u,670000,7.7,2,1,1,215,179.1666667,1970,Jellis Craig,2250000,595,8920,NS
u,670000,7.7,2,1,1,215,179.1666667,1970,Jellis Craig,2250000,595,8920,NS
u,670000,7.7,2,1,1,215,179.1666667,1970,Jellis Craig,2250000,595,8920,NS
u,670000,7.7,2,1,1,215,179.1666667,1970,Jellis Craig,2250000,595,8920,NS
u,670000,7.7,2,1,1,215,179.1666667,1970,Jellis Craig,2250000,595,8920,NS
u,670000,7.7,2,1,1,215,179.1666667,1970,Jellis Craig,2250000,595,8920,NS
u,670000,7.7,2,1,1,215,179.1666667,1970,Jellis Craig,2250000,595,8920,NS
h,670000,20.4,4,3,2,711,338.5714286,2017,Barry Plant,825000,520,4864,NS
h,676000,14,2,1,2,479,208.2608696,2000,Ray White,1525000,550,3224,S
h,683000,15.5,3,2,2,664,368.8888889,1988.5,Barry Plant,790000,440,3656,S
h,688000,20.6,4,4,3,701,318.6363636,2008,Barry Plant,646000,460,15510,S
h,693000,18.4,4,2,2,737,294.8,1987,HockingStuart,625000,450,13830,S
h,700000,22.2,3,1,2,638,398.75,1980,iSell,771000,465,4054,NS
h,733250,14.7,4,2,4,706,441.25,2009,Barry Plant,750000,470,15542,NS
h,828250,12.1,4,2,3,651,295.9090909,2012,Ray White,850000,490,10175,NS
u,840000,8,3,2,1,282,201.4285714,2008,Nelson Alexander,1765000,490,9264,S
h,1050000,5.2,3,3,2,508,254,1995,Nelson Alexander,1300000,550,11918,S
t,1055000,13.9,3,2,2,301,250.8333333,2000,Buxton,1305000,650,10969,S
t,1095000,21.5,3,2,1,284,236.6666667,2012,Buxton,1257500,550,2824,S
h,1100000,8.5,4,2,0,554,346.25,1986,HockingStuart,2325000,550,4898,NS
h,1150000,21.5,4,2,2,603,251.25,2004,Ray White,1355000,520,3650,S
h,1168375,14.7,4,3,2,639,255.6,1988,Harcourts,1210000,550,7082,NS
t,1175000,10.3,1,1,0,373,310.8333333,1985,Gary,2425000,800,6938,S
h,1240000,14.2,3,2,1,502,228.1818182,1982,Fletchers,1407000,600,13366,S
h,1300000,6.4,2,1,2,779,556.4285714,1993,Sweeney,915000,470,5058,NS
h,1396000,2.4,3,1,1,392,178.1818182,1997,Jellis Craig,1340000,620,14949,S
h,1447500,14.3,3,2,1,455,182,2003,Woodards,1500000,600,10999,NS
h,1459375,6.6,3,1,1,549,305,2007,Chisholm,1342500,750,2952,S
h,1460000,10.7,2,1,2,477,298.125,1995,Hodges,2425000,800,6938,S
h,1519375,13.4,4,2,2,778,389,1985,Woodards,1481000,520,5713,NS
h,1543000,16.7,2,2,1,476,280,1994,Ray White,1750500,608,15321,NS
u,1705250,4.5,1,1,1,259,185,1993,Purplebricks,1540000,550,7717,NS
u,1705250,4.5,1,1,1,227,162.1428571,1996,HockingStuart,1540000,550,7717,S
h,1738000,7.3,3,2,2,692,276.8,1995,Jellis Craig,2235000,595,10412,S
h,1760000,14.2,5,2,2,676,307.2727273,1994,Jellis Craig,1407000,600,13366,NS
h,1765000,2.6,4,1,2,399,173.4782609,2010,HockingStuart,1340000,620,14949,S
h,1825000,10.2,3,1,2,720,423.5294118,1998,Marshall White,1715000,560,3052,S
h,2000000,10.7,2,2,2,478,199.1666667,1971,Buxton,2425000,800,6938,NS
h,2100000,7.5,5,3,2,695,330.952381,1973,Nelson Alexander,4600000,800,2671,NS
h,2290000,7.9,4,4,2,645,358.3333333,1985,Marshall White,3100000,650,5682,S
h,2339375,7.3,4,2,4,605,318.4210526,1910,Marshall White,2235000,595,10412,NS
h,2430000,3.1,3,2,4,656,345.2631579,1996,Jellis Craig,1055000,550,2230,S
h,2600000,3.3,4,2,2,475,263.8888889,1982,Williams,2700000,565,14887,NS
t,319000,13.9,2,1,1,403,251.875,1988,Barry Plant,670000,400,2185,S
u,360000,8,2,1,1,180,150,2018,Nelson Alexander,1765000,490,9264,NS
u,441000,18.4,3,1,1,241,200.8333333,1990,HockingStuart,625000,450,13830,S
u,452000,5,1,1,1,158,131.6666667,1995,HockingStuart,1116500,600,13240,S
u,500000,14,2,2,1,266,190,1992,Nguyen,650000,400,14042,NS
u,550000,2.4,1,1,1,230,143.75,1983,HockingStuart,1340000,620,14949,NS
t,610000,10.5,2,1,2,397,283.5714286,2016,Jason,695000,420,3755,S
h,620000,20.6,3,2,1,788,375.2380952,1980,YPA,646000,460,15510,NS
t,645000,13,5,1,1,280,175,1992,Barry Plant,735000,470,8870,S
h,730000,7.8,2,2,0,538,215.2,1976,Village,1090000,600,1808,S
h,752000,22.7,3,2,2,667,266.8,1994,Hamilton,709000,440,11806,S
h,850000,6.2,2,1,1,512,393.8461538,1990,Brad,1065000,500,6232,NS
h,856000,7.5,3,2,1,500,227.2727273,2001,Nelson Alexander,1900000,650,1543,S
h,860000,6.4,3,1,1,480,266.6666667,1999,Nelson Alexander,945000,450,962,S
t,880000,16.1,2,1,1,403,287.8571429,2013,Buckingham,938500,490,8524,NS
t,910500,6.5,3,2,2,330,206.25,2010,HockingStuart,1250000,500,8870,S
t,1134625,15.4,3,1,1,310,193.75,1985,Noel Jones,1100000,495,4973,NS
h,1164000,6.7,3,2,2,603,376.875,1994,Jellis Craig,1100000,530,11204,S
h,1180000,8.4,2,2,2,467,333.5714286,1992,Marshall White,1511000,550,8801,S
h,1185500,10.2,4,2,2,710,546.1538462,1993.5,Buxton,1310000,560,2894,S
h,1210000,20.4,4,2,2,600,250,2002,Barry Plant,825000,520,4864,S
h,1307000,13.9,3,2,4,684,342,1989,Woodards,1305000,650,10969,S
h,1500000,6.1,3,1,2,436,189.5652174,1981,Marshall White,1116500,600,13240,NS
h,1530000,12.4,2,2,1,578,361.25,1995,Jellis Craig,1580000,600,5420,NS
h,1543000,16.7,3,2,2,409,240.5882353,1998,Ray White,1750500,608,15321,S
h,1705250,4.5,3,1,3,433,227.8947368,1983,Jellis Craig,1540000,550,7717,S
h,1780000,9.2,3,1,2,627,522.5,2020,HockingStuart,2235000,595,10412,S
h,1940000,10.7,4,2,2,682,272.8,2017,HockingStuart,2425000,800,6938,S
h,2384875,7.8,4,2,2,649,282.173913,1976,Jellis Craig,2250000,595,8920,S
h,2384875,7.8,4,2,2,649,282.173913,1976,Jellis Craig,2250000,595,8920,S
h,2384875,7.8,4,2,2,649,282.173913,1976,Jellis Craig,2250000,595,8920,S
h,2384875,7.8,4,2,2,649,282.173913,1976,Jellis Craig,2250000,595,8920,S
h,2384875,7.8,4,2,2,649,282.173913,1976,Jellis Craig,2250000,595,8920,S
h,2384875,7.8,4,2,2,649,282.173913,1976,Jellis Craig,2250000,595,8920,S
h,2384875,7.8,4,2,2,649,282.173913,1976,Jellis Craig,2250000,595,8920,S
h,2384875,7.8,4,2,2,649,282.173913,1976,Jellis Craig,2250000,595,8920,S
h,3005750,9,4,2,6,512,222.6086957,2012,RT Edgar,2440000,600,3265,S
h,5487500,4.1,5,3,2,411,256.875,1930,RT Edgar,3930000,600,7217,S
u,320000,5.2,2,1,1,217,180.8333333,2015,Ray White,1300000,550,11918,S
h,327500,5.9,1,1,1,597,373.125,1994,Nelson Alexander,1225000,620,7082,S
u,350000,11.2,1,1,0,234,195,1992,Ray White,1511000,550,8801,NS
u,462000,6.5,2,1,1,175,145.8333333,1974,Nelson Alexander,1250000,500,8870,S
u,500000,1.8,3,3,2,246,175.7142857,1979,Harrington,1610000,550,6786,S
u,520000,3.4,1,1,1,168,140,1981,Jellis Craig,927500,500,5263,S
h,525000,25.9,4,4,3,540,450,1989,Hamilton,700000,470,7254,S
h,540000,31.7,4,2,2,650,282.6086957,1995,YPA,637500,450,14092,S
u,550000,5.3,1,1,1,222,158.5714286,1989,Kay,2601000,495,11308,NS
h,665000,15.3,3,1,2,532,221.6666667,1960,Hamilton,680000,430,7955,S
h,690000,20.5,3,2,4,689,299.5652174,1985,Hamilton,710000,470,7969,S
h,697875,10.5,3,1,2,581,363.125,1970,Barry Plant,638000,400,6763,S
h,715000,20.4,4,2,2,530,441.6666667,2014,Stockdale,825000,520,4864,S
t,800000,13.8,3,2,2,280,233.3333333,1988,HockingStuart,1175000,490,5301,S
t,873750,12,2,1,1,414,258.75,2000,Ray White,815000,450,21650,NS
t,895000,11.2,3,3,2,376,235,1997,Barry Plant,903000,495,2291,S
t,1000000,13.4,3,3,2,342,285,1990,Noel Jones,1285000,525,4387,NS
t,1064000,15.2,2,2,2,308,256.6666667,2004,McGrath,2090500,850,4497,S
h,1160000,17.9,3,2,2,534,267,1980,O'Brien Real Estate,1372500,550,9758,S
h,1198375,14.7,3,2,1,598,249.1666667,1981,Woodards,1183000,560,4048,S
h,1255000,15.5,4,2,2,500,357.1428571,1992,Buxton,1046000,550,3692,S
h,1292000,17.9,3,2,2,644,495.3846154,1991,Ray White,1372500,550,9758,S
h,1350000,10.5,2,1,2,567,315,1993,HockingStuart,3195000,805,10579,NS
h,1500000,7.8,4,2,2,468,334.2857143,1977,Marshall White,2250000,595,8920,NS
h,1500000,7.8,4,2,2,468,334.2857143,1977,Marshall White,2250000,595,8920,NS
h,1500000,7.8,4,2,2,468,334.2857143,1977,Marshall White,2250000,595,8920,NS
h,1500000,7.8,4,2,2,468,334.2857143,1977,Marshall White,2250000,595,8920,NS
h,1500000,7.8,4,2,2,468,334.2857143,1977,Marshall White,2250000,595,8920,NS
h,1500000,7.8,4,2,2,468,334.2857143,1977,Marshall White,2250000,595,8920,NS
h,1500000,7.8,4,2,2,468,334.2857143,1977,Marshall White,2250000,595,8920,NS
h,1500000,7.8,4,2,2,468,334.2857143,1977,Marshall White,2250000,595,8920,NS
u,1695250,3.8,3,2,1,161,100.625,1998,Biggin,1735000,675,8648,S
h,1760000,1.6,3,2,2,447,279.375,1991,Nelson Alexander,1610000,550,6786,S
h,1780000,17.3,5,3,2,613,340.5555556,1991,HockingStuart,1865000,695,5366,S
h,1820000,3.8,4,2,1,630,286.3636364,2002,Marshall White,1735000,675,8648,S
u,1940000,4.6,1,1,1,175,125,2003,Kay,3930000,600,7217,S
h,2339375,9.2,1,1,0,413,206.5,1979,Jellis Craig,2235000,595,10412,S
h,2405000,11.2,2,2,1,637,289.5454545,1987,RT Edgar,3195000,805,10579,S
h,5487500,4.1,4,3,4,653,272.0833333,1995,Marshall White,3930000,600,7217,S
u,5487500,4.6,2,1,2,186,155,2019,Cain Real Estate,3930000,600,7217,S
h,6370000,3,4,3,3,476,297.5,1893,Greg,2485000,600,2019,S
h,436000,31.7,3,2,2,593,312.1052632,2004,Leeburn,637500,450,14092,S
u,447500,12,2,2,1,190,158.3333333,2009,Ray White,815000,450,21650,S
t,460000,13,3,1,1,325,232.1428571,1980,Eview,735000,470,8870,S
h,565000,14,3,1,2,615,279.5454545,1980,Barry Plant,520000,450,4294,NS
h,620000,8.8,2,1,1,555,370,2019,HockingStuart,1079000,500,14577,S
h,630000,20.6,4,2,2,527,250.952381,2014,RW Property Group,646000,460,15510,S
h,660000,13.5,2,2,1,466,211.8181818,2012,Barry Plant,638000,400,6763,S
h,663500,14.7,3,1,1,453,226.5,2013,HockingStuart,750000,470,15542,S
h,668000,13.5,3,1,2,697,435.625,1996,Barry Plant,638000,400,6763,S
h,700000,12.8,3,2,2,692,494.2857143,2014,Nelson Alexander,960000,480,5629,S
h,708500,38,3,1,1,641,377.0588235,1980,Ash,698000,475,17055,S
u,723000,7.2,2,2,2,215,134.375,1993,Chisholm,2030000,520,8989,S
t,770000,6.3,1,1,0,331,206.875,1993,Jellis Craig,2080000,560,4836,NS
h,771000,12.4,4,2,2,647,431.3333333,1972,HockingStuart,777000,470,5070,S
h,801000,21.5,3,1,2,618,294.2857143,1996,HockingStuart,1355000,520,3650,S
h,828250,12.1,3,2,2,508,203.2,1991,Barry Plant,850000,490,10175,NS
h,829500,12.1,3,1,2,696,278.4,2002,Stockdale,795000,450,2606,S
h,909000,10.5,3,2,2,585,450,1983,William,835000,450,2947,S
u,950000,10.3,2,2,1,185,132.1428571,1980,Marshall White,2425000,800,6938,S
h,1000000,9.9,3,2,2,498,415,1978,Raine&Horne,897500,490,7485,S
h,1010625,9.1,3,2,2,515,214.5833333,2020,Raine,978000,578,984,S
t,1030000,13.9,3,2,2,327,272.5,1986,Buxton,1305000,650,10969,S
h,1100000,27,3,2,4,737,614.1666667,1940,Buxton,1267500,550,2546,NS
t,1120000,16.1,4,2,2,317,198.125,1995,Buckingham,900000,525,1390,S
h,1140000,7.5,2,1,0,559,328.8235294,2015,Marshall White,2215000,770,6482,S
h,1150000,17.2,5,2,2,599,272.2727273,1985,Jellis Craig,1200000,560,4181,NS
h,1363750,7,3,1,1,655,545.8333333,1920,Nelson Alexander,1250000,500,8870,S
h,1410000,11,3,2,3,549,261.4285714,1960,Barlow,1180000,560,852,S
h,1478000,6.5,4,2,0,387,203.6842105,1972,Jellis Craig,1250000,500,8870,S
t,1612000,3.4,3,2,2,360,300,1992,Collins,1603000,650,2954,S
h,1630000,6.8,5,3,2,524,436.6666667,2008,Williams,1390000,595,6380,S
h,1631500,3.5,2,1,2,394,303.0769231,2014,Nelson Alexander,1600000,650,6244,S
h,1946500,8.4,3,1,1,482,192.8,1992.5,Nelson Alexander,1511000,550,8801,S
h,2400000,8.4,5,3,2,428,186.0869565,1992.5,Marshall White,1511000,550,8801,NS
u,2625875,4.6,2,1,1,201,125.625,2012,Marshall White,2601000,495,11308,S
h,3270000,9.7,4,2,4,579,482.5,1979,Fletchers,3100000,650,5682,S
h,3300000,5.4,3,2,2,499,249.5,1995,Marshall White,2735000,610,10331,NS
h,295000,31.7,3,1,4,600,315.7894737,1978,PRDNationwide,456000,410,3600,S
u,460000,7.9,2,1,1,260,162.5,2017,Barry Plant,3100000,650,5682,NS
h,480000,14.7,3,1,1,703,540.7692308,1979,PRDNationwide,587000,450,16166,S
u,509500,13.5,2,2,1,256,160,1993,Nelson Alexander,795000,480,3464,S
u,520000,11.2,2,1,1,135,112.5,1997,Love,815000,450,21650,S
h,522500,9.9,3,1,1,435,189.1304348,1986,Raine,897500,490,7485,S
u,560000,10.5,3,1,1,267,190.7142857,2020,S&L,730000,420,4217,S
u,580000,6.3,2,1,2,228,190,1993,Marshall White,2080000,560,4836,NS
u,600000,24.7,3,3,2,181,129.2857143,1996,O'Brien Real Estate,705000,450,8322,S
u,605000,4.6,2,1,1,211,131.875,2010,Jellis Craig,2601000,495,11308,S
u,612000,2.1,1,1,1,160,114.2857143,1970,Greg,2045000,600,5943,S
h,621500,20.6,5,2,2,560,224,2008,Ray White,646000,460,15510,NS
h,657500,12.6,2,2,1,594,371.25,1988,Barry Plant,695000,420,3755,S
u,670000,13.6,2,2,2,213,177.5,2002,Buxton,1362000,550,3582,S
h,690000,6.7,3,1,2,479,368.4615385,1980,Brad,900000,490,3445,S
u,724000,10.2,2,1,1,138,115,1992,Jellis Craig,2270000,600,5457,S
h,750000,16.1,2,2,2,417,231.6666667,1988,LJ,938500,490,8524,S
h,751000,11.2,3,1,2,604,464.6153846,1991,Love,815000,450,21650,S
h,760500,12,4,1,2,559,279.5,1995,Nelson Alexander,815000,450,21650,S
t,790000,6.3,2,1,0,396,282.8571429,1992.5,Sweeney,1070000,550,6543,S
h,790125,13,3,2,2,391,195.5,2018,Stockdale,735000,470,8870,S
t,837000,13.7,2,2,1,382,318.3333333,1996,Buxton,2142500,695,5454,S
h,840000,23,3,2,1,669,290.8695652,1947,McGrath,845500,510,11925,NS
u,851000,11.8,3,1,2,268,191.4285714,2013,Jellis Craig,1302000,600,4480,S
h,853000,11,3,1,1,600,250,1991,Barlow,1175000,490,5301,S
h,875000,9.2,3,1,1,592,311.5789474,2004,HockingStuart,900000,490,3445,S
h,890000,6.4,3,3,1,613,306.5,1995,HockingStuart,897500,450,3873,S
u,920000,13.9,3,2,1,177,110.625,1982,Buxton,1305000,650,10969,S
u,927000,7.4,3,3,1,187,155.8333333,1996,Jellis Craig,1750000,583,4675,S
t,945000,13.9,2,1,2,391,244.375,2019,Assisi,1320000,600,9028,S
h,1010000,13.9,3,1,1,597,497.5,1986,HockingStuart,1305000,650,10969,S
h,1080000,6.5,3,1,1,408,163.2,1992,Miles,1250000,500,8870,S
h,1085000,5.1,4,1,0,362,226.25,1900,Sweeney,1215000,550,2417,S
h,1128500,8.8,3,2,2,538,269,2007,Barry Plant,1079000,500,14577,S
u,1200000,6.2,3,3,2,237,148.125,1991,Jellis Craig,2215000,770,6482,NS
h,1285000,2.6,4,2,1,409,292.1428571,1971,HockingStuart,1340000,620,14949,S
h,1328875,3,2,1,1,614,472.3076923,2009,Jellis Craig,1409000,580,4019,S
h,1400000,6.2,4,2,2,572,357.5,1990,Nelson Alexander,1065000,500,6232,S
h,1578000,13.1,3,2,1,737,320.4347826,1983,Woodards,1455500,550,4605,S
h,1610000,12.1,4,2,2,660,366.6666667,2005,Ray White,1840000,498,4442,S
t,1800800,11.4,3,2,2,336,280,1994,Jellis Craig,1130000,735,2397,S
h,1890000,7.3,3,1,2,554,221.6,1925,Jason,2235000,595,10412,S
h,2236250,10.7,3,1,3,784,373.3333333,1974,Ray White,2425000,800,6938,S
u,2330000,17.3,2,2,1,237,197.5,1990,Charlton,2237500,1110,2866,S
t,2652875,5.4,2,2,1,346,216.25,2011,Greg,2735000,610,10331,NS
h,2680000,6.2,3,2,4,522,348,1971,Jellis Craig,2215000,770,6482,S
h,2740125,7.9,2,1,2,653,261.2,1996,Jellis Craig,3100000,650,5682,S
u,450000,5.1,2,1,1,262,187.1428571,2012,HockingStuart,1399000,550,4380,NS
h,500000,14.5,2,2,2,546,218.4,2002,Barry Plant,593000,430,1889,S
u,540000,6.6,2,1,1,170,121.4285714,1986,McGrath,1342500,750,2952,NS
t,555000,9.2,3,1,2,304,217.1428571,1998,Biggin,897500,450,3873,NS
h,670000,12.1,3,1,2,464,257.7777778,1960,Barry Plant,850000,490,10175,S
h,690375,15.5,3,2,2,487,347.8571429,2004,Barry Plant,661500,400,7630,S
h,715000,12.6,1,1,1,544,226.6666667,1982,YPA,695000,420,3755,S
t,801000,9.2,3,3,1,351,250.7142857,2007,Barry Plant,900000,490,3445,S
h,810000,16.1,3,1,2,720,327.2727273,1990,Darren,938500,490,8524,S
t,829125,6.4,3,3,1,318,198.75,2016,HockingStuart,945000,450,962,NS
h,850000,8.5,3,1,3,446,212.3809524,1995.5,Jellis Craig,897500,490,7485,S
h,880000,4.5,3,1,0,567,298.4210526,1995,Buxton,1540000,550,7717,NS
u,923250,6.4,2,2,1,259,161.875,1989,Nelson Alexander,860000,470,7570,NS
h,1100000,4.4,2,1,1,548,260.952381,2012,Nelson Alexander,1117500,500,3593,S
h,1360000,5.7,3,1,0,581,276.6666667,1910,Miles,1304000,480,2970,NS
h,1431000,14.2,3,3,2,731,384.7368421,1970,Jellis Craig,1407000,600,13366,NS
h,1562000,9.7,4,2,1,436,311.4285714,1930,Fletchers,2220000,700,7809,S
h,1750250,11.8,3,1,2,552,276,1971,Buxton,1636000,650,3578,S
h,1880000,8.4,4,1,2,667,266.8,1992.5,Buxton,1511000,550,8801,S
t,360000,11.2,3,1,2,403,287.8571429,2012,Nelson Alexander,815000,450,21650,NS
t,410000,13,1,1,1,405,253.125,1997,Melbourne,735000,470,8870,NS
u,430000,5.1,2,1,1,262,163.75,2007,McGrath,860000,470,7570,NS
h,571500,13.3,3,2,2,528,440,1977,Barry Plant,730000,420,4217,S
u,582000,2.6,2,1,1,202,144.2857143,1972,Biggin,1340000,620,14949,S
u,587000,7.9,2,1,1,202,144.2857143,1999,Miles,1302500,525,5549,S
h,601000,12,3,1,2,387,215,1995,Barry Plant,815000,450,21650,S
h,676000,14,4,2,1,564,225.6,1986.5,Barry Plant,650000,400,14042,S
h,682000,12.7,2,1,1,434,255.2941176,1998,Barry Plant,1102500,495,4168,S
u,700000,10.4,3,2,2,202,126.25,1992,Brad,903000,495,2291,NS
u,710000,3.6,1,1,1,276,172.5,2002,Cain Real Estate,1600000,650,6244,S
h,747000,6.4,3,1,1,576,288,1975,Jason,860000,470,7570,S
h,770000,20.4,3,2,2,711,546.9230769,2008,RW Property Group,825000,520,4864,S
h,800000,10.4,2,1,2,608,243.2,1950,Frank,903000,495,2291,S
h,802000,14.7,1,1,2,533,410,1971,Ray White,1046000,550,3692,S
h,850000,10.5,3,1,2,766,450.5882353,1972,Moonee,857000,480,4502,S
h,850000,18.8,3,1,2,648,341.0526316,1977.5,Barry Plant,933000,608,7113,NS
h,857500,14.6,3,2,1,417,297.8571429,1973,Morrison,1410000,665,1624,S
t,880000,17.9,2,2,2,342,244.2857143,2017,O'Brien Real Estate,1372500,550,9758,S
h,916000,8.8,3,1,3,523,249.047619,1988,Nelson Alexander,1079000,500,14577,S
h,1000000,8.5,5,1,2,729,316.9565217,1995.5,Peter,897500,490,7485,NS
t,1120000,7,3,2,0,355,295.8333333,2018,HockingStuart,1070000,550,6543,S
h,1150000,15.5,3,1,2,509,242.3809524,1991,Woodards,1046000,550,3692,S
h,1268750,5.2,4,2,1,421,247.6470588,1991,Ray White,1300000,550,11918,S
h,1300000,8.1,4,1,1,443,276.875,2003,HockingStuart,1975000,825,6923,NS
h,1550000,6.3,2,1,0,454,324.2857143,1994,Jellis Craig,2080000,560,4836,S
h,1575000,6.3,3,1,3,597,284.2857143,1992.5,Greg,1070000,550,6543,NS
h,1727000,7.5,4,2,3,590,491.6666667,1910,Rendina,1765000,490,9264,S
h,1815000,13.8,4,3,2,770,513.3333333,1960,HockingStuart,1305000,650,10969,S
h,2060000,10.3,3,1,3,685,326.1904762,1950,Jellis Craig,2425000,800,6938,S
h,2150625,9.7,4,2,2,470,276.4705882,1950,Marshall White,2220000,700,7809,S
h,2224875,13.8,3,1,2,646,258.4,1993,Charlton,2142500,695,5454,S
u,2239375,7.2,2,1,1,186,155,1960,Purplebricks,2030000,520,8989,NS
h,3329000,10.5,4,4,5,681,358.4210526,2010,Nick,3195000,805,10579,S
h,485000,20.5,4,2,2,577,384.6666667,2008,Love,710000,470,7969,S
h,491750,31.7,3,1,1,504,252,2004,Raine,500000,370,3553,NS
h,501000,27,2,1,1,478,298.75,1990,Buxton,1082500,550,3906,S
h,585000,24.7,2,2,1,426,213,1994,McLennan,670000,420,10894,S
h,636000,18,2,1,2,384,225.8823529,1983,Jellis Craig,1040000,540,6990,S
t,745000,12.8,3,2,1,311,222.1428571,1999,Barry Plant,960000,480,5629,S
h,800000,25.2,4,2,2,438,190.4347826,1975,Barry Plant,901000,558,8459,S
h,800000,11.1,3,3,1,539,234.3478261,2019,RT Edgar,880000,500,5132,S
h,825000,8.9,3,1,0,658,470,1993.5,Barry Plant,1083000,560,2698,S
h,876000,6.4,3,1,2,420,210,1997,Biggin,897500,450,3873,S
u,923250,5.1,2,1,1,275,171.875,1997,McGrath,860000,470,7570,NS
t,930000,2.6,3,3,1,332,237.1428571,1992,Jellis Craig,1340000,620,14949,S
h,943750,18.8,4,3,2,667,333.5,2012,Biggin,933000,608,7113,S
h,970000,22.2,4,2,2,501,385.3846154,1995,Barry Plant,931000,600,3940,NS
h,1014000,3.8,3,1,0,570,438.4615385,2018,Chisholm,1735000,675,8648,S
t,1015000,11.2,3,2,2,276,230,1986,Marshall White,1511000,550,8801,S
h,1040000,13.9,4,2,2,643,257.2,1972,Buxton,1305000,650,10969,NS
h,1126000,21.3,4,2,3,700,437.5,1960,Noel Jones,1028000,525,3794,S
h,1128500,8.8,3,1,2,392,196,1970,Love,1079000,500,14577,S
h,1210000,13.8,3,1,1,680,425,1993,Ray White,1580000,600,5420,S
h,1221125,13.6,5,3,1,611,470,2004,Ray White,1362000,550,3582,NS
h,1240000,8.9,4,2,1,696,435,1960,Miles,1083000,560,2698,S
h,1364125,10.4,3,2,1,755,377.5,1955,Jellis Craig,1370000,560,5678,NS
h,1440375,5,2,2,1,396,188.5714286,1996,Gary,1116500,600,13240,S
h,1440375,6.1,3,2,1,493,224.0909091,2015,Marshall White,1116500,600,13240,S
h,1754000,9.7,1,1,0,441,275.625,1988,Marshall White,2220000,700,7809,S
h,2224875,13.7,2,1,1,366,281.5384615,2008,Hodges,2142500,695,5454,S
h,2236250,10.7,4,3,2,517,215.4166667,1974,Buxton,2425000,800,6938,S
h,2655000,10.5,3,2,2,697,580.8333333,1991,Hodges,3195000,805,10579,S
u,220000,11.2,1,1,1,223,139.375,2017,Brad,815000,450,21650,S
h,650000,11.7,3,2,1,575,261.3636364,1980,Nelson Alexander,960000,480,5629,NS
h,662000,8.4,3,2,2,614,383.75,1994,Woodards,1079000,500,14577,S
h,681000,12.4,3,2,4,587,293.5,1998,HockingStuart,777000,470,5070,S
h,805000,10.5,3,2,2,593,423.5714286,1973,Nelson Alexander,857000,480,4502,S
u,845000,7.3,1,1,1,182,151.6666667,1992,Marshall White,2235000,595,10412,S
t,869000,5.1,3,3,1,321,267.5,2006,Jason,860000,470,7570,S
h,880000,11.8,3,2,2,514,214.1666667,1973,Barry Plant,1302000,600,4480,NS
u,930000,7.2,2,1,1,188,134.2857143,1930,Chisholm,2030000,520,8989,S
h,935000,13,3,1,2,666,350.5263158,1997,Stockdale,735000,470,8870,S
h,950000,13.9,1,1,0,403,175.2173913,2003,Greg,1305000,650,10969,NS
h,1050000,13,4,3,2,715,357.5,1986,Nelson Alexander,735000,470,8870,NS
h,1100000,6.3,3,1,0,490,306.25,1948,HockingStuart,1070000,550,6543,NS
h,1132750,18,4,2,1,724,482.6666667,1966,Barry Plant,1040000,540,6990,S
t,1200000,11.4,3,3,2,335,239.2857143,2019,HockingStuart,1480000,505,7822,S
u,1218625,14.6,1,1,0,223,185.8333333,2000,Miles,1410000,665,1624,S
h,1250000,6.4,3,2,1,533,253.8095238,1869,McGrath,1090000,600,1808,S
h,1295000,17.9,3,2,2,657,547.5,1958,O'Brien Real Estate,1372500,550,9758,S
t,1320000,21.5,4,4,2,398,284.2857143,1982,O'Brien Real Estate,1355000,520,3650,S
h,1515000,8.9,3,1,3,704,320,1950,Miles,1265000,500,2890,S
h,1590000,8.7,3,2,2,499,277.2222222,1935,Gary,1800000,700,5051,S
h,1636000,2.5,2,1,2,453,188.75,1990,Nelson Alexander,1409000,580,4019,S
u,1655000,10.1,1,1,1,176,110,2001,Marshall White,1840000,498,4442,S
h,1700000,9.2,3,2,5,754,538.5714286,2001,Jellis Craig,2220000,700,7809,NS
h,1705250,4.6,3,1,2,615,279.5454545,2007,Jellis Craig,1540000,550,7717,S
h,1835625,8.7,3,1,2,476,226.6666667,1995,HockingStuart,1800000,700,5051,NS
h,1946500,11.2,2,1,2,413,317.6923077,1991,Buxton,1511000,550,8801,S
h,2050000,11.4,5,3,2,659,411.875,1996,Jellis Craig,1885000,600,6795,S
h,2100000,9.2,5,3,2,696,386.6666667,1976,Jellis Craig,2235000,595,10412,S
h,2200000,2.6,2,2,1,656,285.2173913,2004,Collins,2500000,550,2309,S
h,2220000,5.7,4,2,3,580,446.1538462,2009,Kay,2185000,480,2211,S
h,2339375,9.2,4,2,2,744,531.4285714,2017,Marshall White,2235000,595,10412,NS
