Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_per_sqm
Carnegie,163 Oakleigh Rd,3,h,S,Gary,3/06/2017,-0.1644619861444609,3163.0,3.0,2.0,2.0,-0.06078021309291101,0.08081857872924537,1938.0,Glen Eira City Council,-37.90008,145.06187,Southern Metropolitan,7822.0,8913.04347826087
Caroline Springs,6 Alma La,3,h,S,Barry,3/06/2017,0.521706597606778,3023.0,3.0,1.0,3.0,-0.13450422125705538,0.3410899638965942,2005.0,Melton City Council,-37.72484,144.74296,Western Metropolitan,7719.0,3061.2244897959185
Carrum,14 Parkside Bvd,2,u,S,Buxton,3/06/2017,2.9159969749515255,3197.0,2.0,1.0,1.0,-0.7703737916728006,-0.49177846863892205,1970.0,Kingston City Council,-38.07938,145.13227,South-Eastern Metropolitan,1989.0,6297.619047619048
Carrum,3 Walkers Rd,4,h,PI,Buxton,3/06/2017,2.9159969749515255,3197.0,4.0,2.0,2.0,0.5628020226288101,-0.11996220411413801,1930.0,Kingston City Council,-38.0781,145.12429,South-Eastern Metropolitan,1989.0,6305.9701492537315
Caulfield,2/218 Kambrook Rd,2,u,VB,McGrath,3/06/2017,-0.368852628112915,3162.0,2.0,2.0,1.0,-1.3816686927004975,-0.3802335892814868,2010.0,Glen Eira City Council,-37.88776,145.03364,Southern Metropolitan,2379.0,6565.656565656565
Caulfield North,3/19 Hawthorn Rd,1,u,PI,hockingstuart,3/06/2017,-0.5002466122354926,3161.0,1.0,1.0,1.0,-1.3816686927004975,-0.7200736550571395,1960.0,Glen Eira City Council,-37.8681,145.02576,Southern Metropolitan,6923.0,6566.604127579738
Caulfield North,1/41 Narong Rd,2,u,S,Woodards,3/06/2017,-0.5002466122354926,3161.0,2.0,1.0,1.0,-1.3816686927004975,-0.42485154102446093,1970.0,Glen Eira City Council,-37.86827,145.02113,Southern Metropolitan,6923.0,7150.537634408603
Chadstone,3/3 Inga Ct,2,h,S,Buxton,3/06/2017,0.0691273189623437,3148.0,2.0,1.0,1.0,-0.7120089518761863,-0.41741521573396523,1980.0,Monash City Council,-37.88093,145.10574,Southern Metropolitan,3582.0,7170.212765957447
Chelsea,30 Mulkarra Dr,3,h,S,Ray,3/06/2017,2.3028250490461635,3196.0,3.0,2.0,2.0,0.2586904889517146,-0.17945280643810346,1975.0,Kingston City Council,-38.04683,145.1261,South-Eastern Metropolitan,3906.0,6666.666666666667
Cheltenham,1/31 Cavanagh St,2,t,S,Ray,3/06/2017,0.9742858762512117,3192.0,2.0,1.0,2.0,-0.2788804039118381,-0.38395175192673464,1991.0,Bayside City Council,-37.96342,145.06516,Southern Metropolitan,9758.0,7563.4517766497465
Cheltenham,19 Shipston Rd,3,h,S,O'Brien,3/06/2017,0.9742858762512117,3192.0,3.0,1.0,4.0,0.4767906797706417,-0.14970750527612073,1960.0,Bayside City Council,-37.97161,145.07036,Southern Metropolitan,9758.0,9538.461538461539
Cheltenham,4/59 Wilson St,2,u,S,C21,3/06/2017,0.9742858762512117,3192.0,2.0,1.0,2.0,-1.3816686927004975,-0.5140874445104091,1970.0,Bayside City Council,-37.96021,145.05938,Southern Metropolitan,9758.0,10493.827160493827
Clayton,18 Renver Rd,3,h,SA,Buxton,3/06/2017,0.7990938974211083,3168.0,3.0,1.0,2.0,0.8454107205913636,-0.23150708347157323,1970.0,Monash City Council,-37.91865,145.14341,South-Eastern Metropolitan,5837.0,10924.36974789916
Coburg,1/185 Moreland Rd,3,t,SP,Nelson,3/06/2017,-0.6608392594964208,3058.0,3.0,1.0,1.0,-1.1850713375961126,-0.30587033637653,2011.0,Darebin City Council,-37.75535,144.96481,Northern Metropolitan,11204.0,6330.275229357798
Coburg,44 Saunders St,3,h,S,Raine,3/06/2017,-0.6608392594964208,3058.0,3.0,2.0,2.0,0.8822727246734358,0.1403091810532108,1930.0,Darebin City Council,-37.75107,144.95112,Northern Metropolitan,11204.0,9467.455621301775
Coburg North,4 Blanche Ct,3,h,S,Brad,3/06/2017,-0.6608392594964208,3058.0,3.0,1.0,2.0,0.08973963690888374,-0.26125238463355593,1980.0,Darebin City Council,-37.73251,144.98178,Northern Metropolitan,3445.0,6000.0
Coburg North,7 Danthonia St,4,h,PI,Nelson,3/06/2017,-0.6608392594964208,3058.0,4.0,2.0,2.0,-0.46011859064869304,0.0580269853464052,1970.0,Darebin City Council,-37.7296,144.97988,Northern Metropolitan,3445.0,5381.957525591208
Collingwood,24 Mater St,2,h,SP,Jellis,3/06/2017,-1.3470078432476593,3066.0,3.0,2.0,1.0,-1.049910655961848,0.08825490401974105,2005.0,Yarra City Council,-37.79531,144.9863,Northern Metropolitan,4553.0,6327.16049382716
Craigieburn,195 Newbury Bvd,4,h,S,Ray,3/06/2017,1.368467828618945,3064.0,4.0,2.0,2.0,0.09281147058238975,0.4749438191255164,2012.0,Hume City Council,-37.57201,144.90897,Northern Metropolitan,15510.0,3116.822429906542
Dandenong,8 Trende St,3,h,S,Ray,3/06/2017,1.9670404229551315,3175.0,3.0,1.0,2.0,0.5351555195672559,-0.0009809994662071163,1970.0,Greater Dandenong City Council,-37.97806,145.20432,South-Eastern Metropolitan,10894.0,4520.0
Dandenong North,7 Fletcher Rd,3,h,S,C21,3/06/2017,1.9670404229551315,3175.0,3.0,1.0,1.0,0.24640315425769052,-0.16458015585711208,1970.0,Greater Dandenong City Council,-37.96006,145.22094,South-Eastern Metropolitan,8322.0,4648.4375
Dandenong North,1/4 Rhoden Ct,2,u,SP,Barry,3/06/2017,1.9670404229551315,3175.0,2.0,1.0,1.0,-0.9485401447361494,-0.5735780468343745,1980.0,Greater Dandenong City Council,-37.95431,145.20899,South-Eastern Metropolitan,8322.0,4178.082191780822
Dingley Village,138 Howard Rd,3,h,S,Buxton,3/06/2017,1.6020571337257492,3172.0,3.0,2.0,2.0,0.2556186552782086,-0.20919810760008617,1980.0,Kingston City Council,-37.986,145.12035,South-Eastern Metropolitan,3940.0,6688.524590163935
Doncaster,33 Clay Dr,4,h,SP,Barry,3/06/2017,0.1713226399465709,3108.0,4.0,4.0,2.0,1.911337005297951,1.322684902242024,1960.0,Manningham City Council,-37.79094,145.12733,Eastern Metropolitan,9028.0,7926.829268292683
Doncaster,21 Hampshire Rd,3,h,SP,Woodards,3/06/2017,0.1713226399465709,3108.0,3.0,1.0,2.0,0.6058076940578944,-0.17201648114760776,1965.0,Manningham City Council,-37.79436,145.13869,Eastern Metropolitan,9028.0,10708.661417322835
Doncaster,34 Henry St,5,h,PI,Barry,3/06/2017,0.1713226399465709,3108.0,5.0,2.0,2.0,0.943709398143556,1.3747391792754937,1980.0,Manningham City Council,-37.77536,145.13163,Eastern Metropolitan,9028.0,4776.119402985075
Doncaster East,11 Huntingfield Dr,4,h,S,Jellis,3/06/2017,0.44870993976090146,3109.0,4.0,2.0,2.0,1.0297207410017244,0.36339893976808124,1980.0,Manningham City Council,-37.7738,145.16712,Eastern Metropolitan,10999.0,8351.75879396985
Doveton,24 Betula St,3,h,SP,O'Brien,3/06/2017,2.5656130172913185,3177.0,3.0,1.0,1.0,0.7686148787537131,-0.2761250352145473,1960.0,Casey City Council,-37.99095,145.2316,South-Eastern Metropolitan,3533.0,4823.008849557522
Eaglemont,2/12 Ashby Gr,2,u,PI,Nelson,3/06/2017,-0.3396539649745643,3084.0,2.0,1.0,1.0,-1.0376233212678239,-0.42485154102446093,1960.0,Banyule City Council,-37.76689,145.05206,Eastern Metropolitan,1651.0,8064.5161290322585
Elsternwick,6/26 Parkside St,2,u,SP,Gary,3/06/2017,-0.5878426016505442,3185.0,2.0,1.0,1.0,4.037045907364114,-0.32817931224801705,1970.0,Glen Eira City Council,-37.8879,145.01198,Southern Metropolitan,4898.0,9198.11320754717
Elwood,4/193 Brighton Rd,2,u,S,McGrath,3/06/2017,-0.5878426016505442,3184.0,2.0,1.0,1.0,2.3352500522417814,-0.6330686491583399,1968.0,Port Phillip City Council,-37.8785,144.99316,Southern Metropolitan,8989.0,7384.615384615385
Elwood,6/229 Brighton Rd,2,u,S,Chisholm,3/06/2017,-0.5878426016505442,3184.0,2.0,1.0,1.0,-1.3816686927004975,-0.4992147939294177,1930.0,Port Phillip City Council,-37.88094,144.99471,Southern Metropolitan,8989.0,8394.578313253012
Elwood,108/35 Ormond Rd,1,u,VB,Chisholm,3/06/2017,-0.5878426016505442,3184.0,1.0,1.0,1.0,2.279957046118673,-0.7817951549682536,2009.0,Port Phillip City Council,-37.88306,144.9841,Southern Metropolitan,8989.0,9333.333333333334
Elwood,3/44 Wave St,2,u,SP,Chisholm,3/06/2017,-0.5878426016505442,3184.0,2.0,1.0,1.0,1.343047775699338,-0.5512690709628875,1973.0,Port Phillip City Council,-37.88349,144.98699,Southern Metropolitan,8989.0,9151.315789473685
Epping,11 Grimwade Ct,3,h,S,R&H,3/06/2017,1.222474512927192,3076.0,3.0,1.0,4.0,0.7655430450802071,-0.2389434087620689,1988.0,Whittlesea City Council,-37.65105,145.04613,Northern Metropolitan,10926.0,4576.271186440678
Epping,6 Letchworth Pl,3,h,S,Harcourts,3/06/2017,1.222474512927192,3076.0,3.0,1.0,2.0,0.4798625134441477,-0.22407075818107752,1975.0,Whittlesea City Council,-37.64954,145.03648,Northern Metropolitan,10926.0,5166.666666666667
Essendon,24 Butler St,3,h,S,Nelson,3/06/2017,-0.5440446069430184,3040.0,3.0,2.0,2.0,-0.7580864569787765,0.04363695227676697,2016.0,Moonee Valley City Council,-37.75582,144.91061,Western Metropolitan,9264.0,6570.51282051282
Essendon,27 Miller St,3,h,S,Rendina,3/06/2017,-0.5440446069430184,3040.0,3.0,2.0,1.0,-0.5338425988128374,-0.008417324756702796,1910.0,Moonee Valley City Council,-37.75126,144.89558,Western Metropolitan,9264.0,8859.060402684563
Essendon,35 Washington St,5,h,S,Brad,3/06/2017,-0.5440446069430184,3040.0,5.0,3.0,2.0,0.4307131746680515,0.5418707467399776,1880.0,Moonee Valley City Council,-37.75511,144.90935,Western Metropolitan,9264.0,9910.313901345291
Fawkner,108 Argyle St,3,h,S,Nelson,3/06/2017,0.27351796093079783,3060.0,3.0,2.0,2.0,-0.15293522329809148,-0.03072630062818984,1960.0,Hume City Council,-37.71693,144.96527,Northern Metropolitan,5070.0,4794.520547945205
Fawkner,42 Denys St,3,h,S,Ray,3/06/2017,0.27351796093079783,3060.0,3.0,1.0,2.0,0.47064701242362966,-0.41518431814681656,1960.0,Hume City Council,-37.70037,144.97007,Northern Metropolitan,5070.0,7550.371155885472
Fawkner,16 Lynch Rd,3,h,S,hockingstuart,3/06/2017,0.27351796093079783,3060.0,3.0,1.0,2.0,0.5259400185467379,-0.06790792708066824,1960.0,Hume City Council,-37.71193,144.974,Northern Metropolitan,5070.0,5496.45390070922
Forest Hill,42 Sandon Cct,3,u,S,McGrath,3/06/2017,0.6093025870218296,3131.0,3.0,2.0,1.0,-0.5891356049359456,0.8021421319073264,1970.0,Whitehorse City Council,-37.83592,145.16819,Eastern Metropolitan,4385.0,2961.2403100775196
Frankston,24 Victoria Pde,3,h,S,O'Brien,3/06/2017,3.908751521655445,3199.0,3.0,1.0,2.0,0.4399286756885695,-0.35792461340999976,1960.0,Frankston City Council,-38.15517,145.12705,South-Eastern Metropolitan,17055.0,6862.745098039216
Frankston North,1 Monterey Bvd,3,h,SP,Ray,3/06/2017,3.748158874394517,3200.0,3.0,1.0,0.0,0.5351555195672559,-0.26868870992405164,1962.0,Frankston City Council,-38.1187,145.14973,Eastern Victoria,2500.0,3964.9122807017543
Glen Iris,9 Summerhill Rd,3,h,S,J,3/06/2017,-0.573243270081369,3146.0,3.0,1.0,2.0,0.3201271624218349,0.1403091810532108,1925.0,Boroondara City Council,-37.84949,145.07726,Southern Metropolitan,10412.0,11183.431952662722
Glen Waverley,91 Orchard St,4,h,S,Harcourts,3/06/2017,0.7990938974211083,3150.0,4.0,1.0,2.0,0.6303823634459425,0.08081857872924537,1970.0,Monash City Council,-37.87173,145.15267,Eastern Metropolitan,15321.0,10869.565217391304
Glen Waverley,1/8 Short St,2,u,S,Ray,3/06/2017,0.7990938974211083,3150.0,2.0,1.0,1.0,-0.5891356049359456,-0.32817931224801705,1980.0,Monash City Council,-37.88245,145.15982,Eastern Metropolitan,15321.0,10377.358490566037
Glenroy,16 Heather Ct,3,h,S,Purplebricks,3/06/2017,-0.0038693388835327543,3046.0,3.0,1.0,2.0,0.6119513614049064,-0.4099788904434695,1955.0,Moreland City Council,-37.69777,144.91952,Northern Metropolitan,8870.0,7315.789473684211
Greensborough,5 Cam St,3,h,S,Ray,3/06/2017,0.7114979080060568,3088.0,3.0,2.0,1.0,0.49214984813817175,-0.9602669619401499,1970.0,Banyule City Council,-37.71437,145.10112,Northern Metropolitan,8524.0,38904.76190476191
Greenvale,1 Chester Cl,3,h,S,Barry,3/06/2017,1.339269165480594,3059.0,3.0,2.0,1.0,0.6150231950784124,0.40058056622055965,1990.0,Hume City Council,-37.64049,144.8846,Northern Metropolitan,4864.0,3333.3333333333335
Greenvale,7 Murray Ct,5,h,S,Barry,3/06/2017,1.339269165480594,3059.0,5.0,3.0,5.0,3.9940402359350293,1.1888310470131018,1990.0,Hume City Council,-37.65439,144.89113,Northern Metropolitan,4864.0,3774.1935483870966
Greenvale,23 Wallace Dr,5,h,SP,RW,3/06/2017,1.339269165480594,3059.0,5.0,4.0,5.0,0.46757517875012367,0.8467600836503004,2001.0,Hume City Council,-37.65039,144.89948,Northern Metropolitan,4864.0,3143.939393939394
Hadfield,20 Lockley St,3,h,S,Brad,3/06/2017,-0.0038693388835327543,3046.0,3.0,1.0,2.0,0.6948908705895688,-0.2761250352145473,1960.0,Moreland City Council,-37.70328,144.94161,Northern Metropolitan,2606.0,7318.58407079646
Hadfield,2/126 Middle St,3,t,S,Stockdale,3/06/2017,-0.0038693388835327543,3046.0,3.0,2.0,2.0,-1.3816686927004975,-0.0827805776616596,2013.0,Moreland City Council,-37.70903,144.93995,Northern Metropolitan,2606.0,4510.791366906475
Hawthorn,3/150 Barkers Rd,3,u,S,Peter,3/06/2017,-0.8652299014648749,3122.0,3.0,1.0,1.0,2.9066111155139,-0.4034349241878334,1965.0,Boroondara City Council,-37.81415,145.03082,Southern Metropolitan,11308.0,7196.495619524406
Hawthorn,8/9 Coppin Gr,2,u,S,Jellis,3/06/2017,-0.8652299014648749,3122.0,2.0,1.0,1.0,5.58217824513764,-0.3430519628290084,1930.0,Boroondara City Council,-37.82193,145.01749,Southern Metropolitan,11308.0,9826.923076923076
Hawthorn,49 Grove Rd,4,h,S,Kay,3/06/2017,-0.8652299014648749,3122.0,4.0,2.0,2.0,-0.24201839982976592,0.9359959871362487,1890.0,Boroondara City Council,-37.81474,145.02609,Southern Metropolitan,11308.0,12083.333333333334
Hawthorn,14/36 Lisson Gr,1,u,S,Kay,3/06/2017,-0.8652299014648749,3122.0,1.0,1.0,1.0,-1.3816686927004975,-0.7669225043872622,1970.0,Boroondara City Council,-37.82694,145.03094,Southern Metropolitan,11308.0,11914.893617021276
Hawthorn,6/15 Shakespeare Gr,2,u,S,Jellis,3/06/2017,-0.8652299014648749,3122.0,2.0,1.0,1.0,-1.3816686927004975,-0.49177846863892205,1965.0,Boroondara City Council,-37.82258,145.0193,Southern Metropolitan,11308.0,9583.333333333334
Hawthorn East,22 Caroline St,3,h,S,Jellis,3/06/2017,-0.7338359173422971,3123.0,3.0,2.0,1.0,-0.5154115967718013,-0.06790792708066824,1890.0,Boroondara City Council,-37.82911,145.04531,Southern Metropolitan,6482.0,13297.872340425532
Hawthorn East,2 Fairmount Rd,4,h,S,RT,3/06/2017,-0.7338359173422971,3123.0,4.0,2.0,2.0,0.2402594869106785,0.36339893976808124,1980.0,Boroondara City Council,-37.83539,145.0431,Southern Metropolitan,6482.0,11658.291457286432
Hawthorn East,2/859 Toorak Rd,3,t,S,Jellis,3/06/2017,-0.7338359173422971,3123.0,3.0,2.0,2.0,-0.5676327692214036,0.19979978337717627,2010.0,Boroondara City Council,-37.84506,145.05246,Southern Metropolitan,6482.0,8276.83615819209
Heathmont,14/270 Canterbury Rd,3,t,SP,Philip,3/06/2017,1.470663149603172,3135.0,3.0,2.0,2.0,-0.850241467183957,-0.07534425237116392,2009.0,Maroondah City Council,-37.8327,145.2348,Eastern Metropolitan,3794.0,5007.142857142857
Heidelberg Heights,79 Bamfield Rd,3,h,VB,Miles,3/06/2017,-0.35425329654373955,3081.0,3.0,1.0,1.0,0.4368568420150635,-0.18688913172859914,1960.0,Banyule City Council,-37.73736,145.05603,Eastern Metropolitan,2947.0,7080.0
Hillside,4 Whitmore Pl,3,h,SP,Brad,3/06/2017,0.9888852078203871,3037.0,3.0,2.0,1.0,0.009871961397727346,0.021327976405279926,1997.0,Brimbank City Council,-37.68811,144.74999,Western Metropolitan,5556.0,3169.9346405228757
Hoppers Crossing,22 Strang St,3,h,S,hockingstuart,3/06/2017,1.0472825340970882,3029.0,3.0,2.0,1.0,0.32934266344235297,-0.10508955353314664,1971.0,Wyndham City Council,-37.87498,144.69617,Western Metropolitan,13830.0,4084.5588235294117
Ivanhoe,6/40 Magnolia Rd,3,u,S,Miles,3/06/2017,-0.5002466122354926,3079.0,3.0,2.0,1.0,-1.3816686927004975,-0.03816262591868552,2006.0,Banyule City Council,-37.75822,145.05056,Eastern Metropolitan,5549.0,6275.862068965517
Ivanhoe,1/12 Thoresby Gr,3,h,PI,Nelson,3/06/2017,-0.5002466122354926,3079.0,3.0,2.0,2.0,-0.3556762457494885,-0.16458015585711208,2005.0,Banyule City Council,-37.76538,145.04964,Eastern Metropolitan,5549.0,10156.25
Ivanhoe East,6 Oakdene Pl,3,h,VB,Miles,3/06/2017,-0.5002466122354926,3079.0,3.0,2.0,1.0,1.0911574144718448,0.8244511077788135,1930.0,Banyule City Council,-37.7714,145.05963,Eastern Metropolitan,1554.0,9674.329501915709
Keilor Park,610 Fullarton Rd,3,h,SA,Nelson,3/06/2017,-0.12066399143693493,3042.0,3.0,1.0,2.0,0.6058076940578944,-0.17945280643810346,1975.0,Brimbank City Council,-37.72544,144.85259,Western Metropolitan,1119.0,5317.460317460317
Kensington,53 Rankins Rd,2,h,SP,Nelson,3/06/2017,-1.1426172012792053,3031.0,2.0,1.0,0.0,-0.8748161365720051,-0.3304102098351657,1930.0,Melbourne City Council,-37.7902,144.93192,Northern Metropolitan,5263.0,9366.130558183539
Kew,3/26 Edgevale Rd,2,t,S,hockingstuart,3/06/2017,-0.8506305698956995,3101.0,2.0,1.0,1.0,-1.3816686927004975,-0.30587033637653,1975.0,Boroondara City Council,-37.81439,145.04237,Southern Metropolitan,10331.0,8642.201834862386
Kew,1/321 High St,1,u,S,Marshall,3/06/2017,-0.8506305698956995,3101.0,1.0,1.0,1.0,-1.3816686927004975,-0.655377625029827,1900.0,Boroondara City Council,-37.80468,145.03614,Southern Metropolitan,10331.0,8306.451612903225
Kew East,11 Arden Ct,4,h,S,Jellis,3/06/2017,-0.573243270081369,3102.0,4.0,2.0,3.0,1.0573672440632786,0.3113446627346115,1950.0,Boroondara City Council,-37.79172,145.05863,Southern Metropolitan,2671.0,11260.416666666666
Kew East,7 Riverside Dr,3,h,S,Jellis,3/06/2017,-0.573243270081369,3102.0,3.0,2.0,4.0,0.9314220634495319,0.9657412882982314,1937.0,Boroondara City Council,-37.79017,145.06381,Southern Metropolitan,2671.0,8071.428571428572
Keysborough,2 Eildon Dr,4,h,S,C21,3/06/2017,2.040037080801008,3173.0,4.0,2.0,1.0,0.5351555195672559,0.06594592814825401,1969.0,Greater Dandenong City Council,-37.9887,145.16158,South-Eastern Metropolitan,8459.0,4685.534591194969
Kingsbury,101 The Fairway,4,h,SP,Purplebricks,3/06/2017,0.12752464523904491,3083.0,4.0,1.0,2.0,0.052877632826811564,-0.22407075818107752,1970.0,Darebin City Council,-37.7126,145.02996,Northern Metropolitan,1414.0,6666.675
Lalor,4 Casey Dr,3,h,S,Ray,3/06/2017,0.7406965711444072,3075.0,3.0,1.0,2.0,0.4276413409945454,-0.37279726399099117,1975.0,Whittlesea City Council,-37.67056,145.03698,Northern Metropolitan,8279.0,5210.0
Malvern,6/36 Johnstone St,2,u,S,Gary,3/06/2017,-0.777633912049823,3144.0,2.0,1.0,1.0,-1.3816686927004975,-0.574321679363424,1977.0,Stonnington City Council,-37.86824,145.03504,Southern Metropolitan,4675.0,8120.71330589849
Malvern,11/37 Wheatland Rd,1,u,S,Biggin,3/06/2017,-0.777633912049823,3144.0,1.0,1.0,1.0,2.034210352238192,-0.7788206248520553,1970.0,Stonnington City Council,-37.86561,145.03602,Southern Metropolitan,4675.0,10022.026431718063
Malvern East,51 Tooronga Rd,3,h,S,Marshall,3/06/2017,-0.41265062282044074,3145.0,3.0,2.0,2.0,0.3999948379329913,-0.03072630062818984,1930.0,Stonnington City Council,-37.8683,145.03909,Southern Metropolitan,8801.0,12191.780821917808
Maribyrnong,11 Maireana St,4,h,SP,Biggin,3/06/2017,-1.0112232171566278,3032.0,4.0,2.0,2.0,-0.650572278406066,0.529228993746135,2007.0,Maribyrnong City Council,-37.7833,144.89717,Western Metropolitan,4918.0,4902.846814279259
Melton,1 Irving Rd,4,h,S,YPA,3/06/2017,2.988993632797402,3337.0,4.0,2.0,2.0,0.5935203593638703,-0.8933400343256888,1970.0,Melton City Council,-37.68834,144.56803,Western Victoria,3600.0,13333.333333333334
Melton South,1 Tamar Dr,4,h,S,Raine,3/06/2017,2.7116063329830715,3338.0,4.0,2.0,1.0,0.9713559012051102,-0.02328997533769416,1980.0,Melton City Council,-37.69791,144.5807,Western Victoria,4718.0,2414.9659863945576
Melton West,2 Fairbank Pl,5,h,S,Raine,3/06/2017,2.988993632797402,3337.0,5.0,2.0,2.0,0.6641725338545086,0.04363695227676697,1976.0,Melton City Council,-37.67523,144.55833,Northern Victoria,6065.0,2275.641025641026
Mentone,2/68 Naples Rd,2,t,SP,Hodges,3/06/2017,1.280871839203893,3194.0,2.0,1.0,1.0,-1.3816686927004975,-0.3430519628290084,1980.0,Kingston City Council,-37.98937,145.06723,South-Eastern Metropolitan,6162.0,7692.307692307692
Mentone,70 Voltri St,3,h,S,hockingstuart,3/06/2017,1.280871839203893,3194.0,3.0,1.0,2.0,0.24640315425769052,-0.1571438305666164,1980.0,Kingston City Council,-37.97584,145.08107,South-Eastern Metropolitan,6162.0,6860.46511627907
Middle Park,67 McGregor St,3,h,S,Cayzer,3/06/2017,-1.2010145275559065,3206.0,3.0,1.0,0.0,-0.7457991222847524,-0.16458015585711208,1890.0,Port Phillip City Council,-37.85356,144.96415,Southern Metropolitan,2019.0,15703.125
Mill Park,4 Carlita Cl,4,h,S,Harcourts,3/06/2017,0.9742858762512117,3082.0,3.0,2.0,1.0,1.1003729154923627,0.251854060410646,1980.0,Whittlesea City Council,-37.67348,145.06982,Northern Metropolitan,10529.0,3978.2608695652175
Mill Park,7 Eaglet Ct,4,h,S,Harcourts,3/06/2017,0.9742858762512117,3082.0,4.0,2.0,3.0,0.6119513614049064,0.05850960285775833,1985.0,Whittlesea City Council,-37.67681,145.06414,Northern Metropolitan,10529.0,4556.962025316456
Mill Park,6 Parklea Ct,3,h,S,LJ,3/06/2017,0.9742858762512117,3082.0,3.0,1.0,2.0,0.23411581956366648,-0.27463777015644814,1985.0,Whittlesea City Council,-37.67561,145.05641,Northern Metropolitan,10529.0,4916.077738515901
Moonee Ponds,36 Aberfeldie St,3,h,SP,McDonald,3/06/2017,-0.7338359173422971,3039.0,3.0,2.0,2.0,0.4491441767090876,0.39314424093006395,1950.0,Moonee Valley City Council,-37.76086,144.90497,Western Metropolitan,6232.0,9113.300492610837
Moonee Ponds,26 Scotia St,2,h,PI,Barry,3/06/2017,-0.7338359173422971,3039.0,2.0,1.0,0.0,-0.6106384406504878,-0.29843401108603435,1980.0,Moonee Valley City Council,-37.76856,144.90577,Western Metropolitan,6232.0,6909.090909090909
Mooroolbark,188 Cardigan Rd,5,h,SP,Max,3/06/2017,2.2298283912002868,3138.0,5.0,2.0,2.0,2.470410733876046,0.27230395495950915,1980.0,Yarra Ranges Shire Council,-37.79026,145.33738,Eastern Victoria,8280.0,4669.344042838019
Mooroolbark,32 Churchill Dr,3,h,SP,Fletchers,3/06/2017,2.2298283912002868,3138.0,3.0,2.0,2.0,1.527357796109699,-0.3430519628290084,1978.0,Yarra Ranges Shire Council,-37.76517,145.3298,Eastern Victoria,8280.0,7019.2307692307695
Mordialloc,1/6 Krone St,4,t,S,hockingstuart,3/06/2017,1.4998618127415224,3195.0,4.0,2.0,2.0,-0.42325658656662085,0.21467243395816762,2004.0,Kingston City Council,-38.002,145.08916,South-Eastern Metropolitan,3650.0,6536.312849162011
Mount Waverley,2/36 Swayfield Rd,3,t,S,McGrath,3/06/2017,0.434110608191726,3149.0,3.0,2.0,2.0,-0.4693340916692111,-0.11252587882364233,2001.0,Monash City Council,-37.8605,145.12853,Eastern Metropolitan,13366.0,7488.888888888889
Niddrie,61 Nolan St,4,h,S,Barry,3/06/2017,-0.12066399143693493,3042.0,4.0,2.0,2.0,0.6150231950784124,0.7723968307453437,1955.0,Moonee Valley City Council,-37.74103,144.88496,Western Metropolitan,2291.0,5263.779527559055
North Melbourne,22 Melrose St,2,h,S,JMRE,3/06/2017,-1.3762065063860098,3051.0,2.0,1.0,0.0,-1.0683416580028842,-0.6256323238678443,1900.0,Melbourne City Council,-37.79489,144.94207,Northern Metropolitan,6821.0,14696.969696969696
Oak Park,24 Vincent St,4,h,SA,Nelson,3/06/2017,-0.0038693388835327543,3046.0,4.0,2.0,2.0,0.7593993777331951,0.2890356868631244,1960.0,Moreland City Council,-37.72001,144.91683,Northern Metropolitan,2651.0,6021.1640211640215
Oakleigh East,41 Clayton Rd,2,h,S,Ray,3/06/2017,0.15672330837739565,3166.0,2.0,1.0,1.0,0.7778303797742312,-0.44716051689594793,1960.0,Monash City Council,-37.90241,145.12378,Southern Metropolitan,2547.0,12377.777777777777
Oakleigh East,3/1 Inga St,3,u,S,Buxton,3/06/2017,0.15672330837739565,3166.0,3.0,1.0,1.0,-0.7335117875907284,-0.44716051689594793,2004.0,Monash City Council,-37.89941,145.11523,Southern Metropolitan,2547.0,8222.222222222223
Oakleigh South,5 Ellesmere St,4,h,S,Buxton,3/06/2017,0.6239019185910049,3167.0,4.0,2.0,2.0,0.35084549915689506,0.08081857872924537,1975.0,Kingston City Council,-37.93543,145.08408,South-Eastern Metropolitan,3692.0,6956.521739130435
Ormond,8/17 Arnott St,1,u,SP,Thomson,3/06/2017,0.025329324254817983,3204.0,1.0,1.0,1.0,1.140306753247941,-0.8710310584542017,1975.0,Glen Eira City Council,-37.90296,145.04637,Southern Metropolitan,3578.0,8484.848484848484
Ormond,301/437 North Rd,2,u,SP,Gary,3/06/2017,0.025329324254817983,3204.0,2.0,1.0,1.0,-1.3816686927004975,-0.5810143721248702,2012.0,Glen Eira City Council,-37.90335,145.03718,Southern Metropolitan,3578.0,6736.111111111111
Parkdale,22 Booth St,3,h,SP,Buxton,3/06/2017,1.4998618127415224,3195.0,3.0,2.0,2.0,0.544371020587774,0.3485262891870899,1950.0,Kingston City Council,-37.99544,145.08727,South-Eastern Metropolitan,5087.0,6675.1269035533
Parkville,401/228 The Avenue,3,u,S,Woodards,3/06/2017,-1.3762065063860098,3052.0,3.0,2.0,1.0,6.085958967592626,-0.5958870227058616,1999.0,Melbourne City Council,-37.78212,144.95755,Northern Metropolitan,2309.0,25285.714285714286
