Listing ID,Address,Suburb,Postcode,PropType,Price,Status,CBD Distance,Bedroom,Bathroom,Car-Garage,Landsize,Building Area,Built Year,RE Agency
REA19067,1462 Heatherton Rd,Dandenong,3175,h,880000,S,24.7,3,2,10,734,349.5238095,1985.5,Barry Plant
REA13583,23 Rymill Ct,Altona North,3025,h,910000,S,11.1,3,1,3,535,243.1818182,1995,HockingStuart
REA9691,103/59 Porter St,Prahran,3181,u,950000,VB,4.5,1,1,1,245,204.1666667,2009,HockingStuart
REA22161,46 Vinter Av,Croydon,3136,h,1005000,S,23,3,1,8,486,211.3043478,1981.5,iTRAK
REA34298,16 Grant Gr,Keilor East,3033,h,1011000,S,11.7,3,1,2,536,223.3333333,1970,Nelson Alexander
REA23698,36 Dresden St,Heidelberg Heights,3081,h,1071000,S,8.8,3,1,2,475,206.5217391,1992,Ray White
REA24883,3 Winmalee Dr,Glen Waverley,3150,h,1075000,S,16.7,3,1,2,646,380,1988,Harcourts
REA25316,75 Rose St,Brunswick,3056,h,1150000,VB,5.2,5,3,1,404,161.6,1920,Nelson Alexander
REA13202,8 Princes St,Williamstown,3016,h,1150000,SP,8,3,1,0,631,525.8333333,1977,Jason
REA7239,64 Havelock St,St Kilda,3182,h,1200500,S,6.1,2,1,0,509,391.5384615,2009,HockingStuart
REA22751,22 Broadwater Dr,Waterways,3195,h,1232000,SP,21.5,4,2,2,620,516.6666667,2004,Ray White
REA21325,78 Albenca St,Cheltenham,3192,h,1300000,VB,17.9,5,2,2,621,388.125,1970,Buxton
REA21568,6A Kintore Cr,Box Hill,3128,h,1325000,S,10.9,4,3,1,486,243,1992,Buxton
REA18778,23 Bronte Av,Burwood,3125,h,1364125,S,10.4,4,2,0,765,588.4615385,1950,Oriental
REA2847,1/348 Chesterville Rd,Bentleigh East,3165,u,1385000,S,13.9,3,2,1,274,171.25,1997,HockingStuart
REA11007,2 Kenlon St,Bentleigh East,3165,h,1385000,SP,13.9,3,2,2,434,289.3333333,2011,Buxton
REA19790,68 Marks St,Coburg,3058,h,1400000,S,6.7,4,2,2,426,250.5882353,1930,Nelson Alexander
REA15807,21 Kingston St,Mount Waverley,3149,h,1431000,VB,14.2,3,1,2,498,262.1052632,1970,Jellis Craig
REA16373,53 Keon St,Thornbury,3071,h,1626000,S,7,4,1,2,495,330,1925,Jellis Craig
REA34100,8 Corris St,Yarraville,3013,h,2185000,PI,6.3,4,3,2,560,430.7692308,1935,Jason
REA28607,19 Trevor Ct,Mount Waverley,3149,h,2200000,PI,14.2,4,2,2,503,359.2857143,1991,Harcourts
REA4695,49 Princess St,Kew,3101,h,2250000,S,5.6,4,3,2,741,390,2020,Marshall White
REA33118,142 Beach St,Port Melbourne,3207,h,2300000,PI,3.5,4,2,2,376,170.9090909,1997,Biggin
REA28849,769A Hampton St,Brighton,3186,t,3329000,S,10.5,3,2,2,357,297.5,1993,Buxton
REA6308,6/112 Ballantyne St,Thornbury,3071,u,260000,VB,6.5,1,1,1,249,207.5,2007,Fletchers
REA29314,4/38 Alder St,Caulfield South,3162,u,348000,S,8.7,1,1,1,176,125.7142857,1997,Rodney
REA18520,206/35 Ormond Rd,Elwood,3184,u,435000,S,7.2,1,1,1,245,204.1666667,2009,Wilson
REA3401,3 Sheargold Ct,Reservoir,3073,h,475000,S,11.2,3,1,1,535,267.5,1971,Nelson Alexander
REA10779,3/60 Austin Cr,Pascoe Vale,3044,u,495000,SP,9.9,2,2,1,256,213.3333333,1995,Brad
REA13519,3/15 Harold St,Glenroy,3046,u,590000,S,13,3,2,2,229,163.5714286,1986,YPA
REA21494,4 Mavis Cr,Kings Park,3021,h,595000,W,14,3,1,2,581,252.6086957,1970,YPA
REA30252,84 Lindrum Rd,Frankston,3199,h,599000,S,38,3,1,4,568,355,1970,O'Brien Real Estate
REA33056,1/55 Gowrie St,Glenroy,3046,h,620000,S,11.2,3,1,2,438,208.5714286,2005,Stockdale
REA21311,25/637 Orrong Rd,Toorak,3142,u,631000,SP,4.1,2,1,1,131,109.1666667,1977,Jellis Craig
REA10377,5/16 Omar St,Maidstone,3012,t,640000,SP,9.2,3,2,2,285,203.5714286,2013,Biggin
REA27457,5 Ashberg Dr,Waterways,3195,h,651000,S,21.5,3,2,2,466,291.25,2011,Ray White
REA32309,13 Buckland Cr,Keilor,3036,h,656000,S,14.5,3,2,2,551,229.5833333,1992,Nelson Alexander
REA3786,76 Kidman St,Yarraville,3013,h,670000,PI,7,3,1,1,463,231.5,1970,Biggin
REA25688,37 Park Av,West Footscray,3012,h,675000,SP,6.4,3,2,2,644,280,2010,Sweeney
REA22772,57 Wolverton Dr,Gladstone Park,3043,h,695000,S,12.9,3,2,2,515,429.1666667,1990,Barry Plant
REA874,16/36 Anderson Rd,Hawthorn East,3123,u,735000,S,7.5,2,1,1,235,146.875,1970,Noel Jones
REA34174,1/134 Junction Rd,Nunawading,3131,h,767500,S,15.4,3,3,1,564,268.5714286,2000,Fletchers
REA24028,2/29 Croydon Rd,Surrey Hills,3127,u,800000,S,10.2,2,1,1,198,141.4285714,1970,Fletchers
REA29718,8 Peacock Cl,Mill Park,3082,h,800000,S,17.9,4,2,2,574,249.5652174,1980,Ray White
REA17304,13 Dorrington Ct,Dingley Village,3172,h,801000,SP,22.2,3,2,1,526,350.6666667,1980,Ray White
REA16399,6/15 Shakespeare Gr,Hawthorn,3122,u,805000,S,5.3,2,1,1,237,169.2857143,1965,Jellis Craig
REA29096,43 Interman Rd,Boronia,3155,h,805000,SP,25,2,1,2,534,314.1176471,1982,McGrath
REA34335,37 Westmoreland Rd,Sunshine North,3020,h,870500,S,10.5,3,1,2,575,250,1970,Douglas
REA20818,68 Queens Pde,Fawkner,3060,h,874000,S,13.1,4,1,2,687,404.1176471,1994,Brad
REA8534,34 Dean St,Preston,3072,h,910000,PI,8.8,4,1,1,582,447.6923077,2018,HockingStuart
REA29285,41 Venice Av,Mitcham,3132,h,1050000,S,17.2,3,1,2,535,243.1818182,1994,McGrath
REA9105,22 Jacana St,Chadstone,3148,h,1171000,S,13.6,3,1,2,466,274.1176471,2006,Ray White
REA8884,3a Bourke St,Essendon West,3040,h,1222625,SP,9.8,3,1,1,441,176.4,2005,Nelson Alexander
REA8324,41 Pettys La,Doncaster,3108,h,1225000,S,13.9,4,3,2,740,616.6666667,1996,Ray White
REA35368,2/8 Fairway Rd,Doncaster,3108,t,1300000,PI,12.4,3,1,1,401,334.1666667,1980,Jellis Craig
REA11324,11 Muldowney St,Aberfeldie,3040,t,1300000,SP,9.1,3,3,1,392,326.6666667,2009,Barry Plant
REA17302,49 Ascot St,Ascot Vale,3032,h,1303500,SN,4.3,3,1,1,449,374.1666667,1991,Barry Plant
REA13212,43 Lincoln Dr,Bulleen,3105,h,1308500,S,11.8,3,1,1,603,287.1428571,1979,Barry Plant
REA30962,4/21 Learmonth St,Moonee Ponds,3039,h,1361250,VB,6.2,2,2,2,388,228.2352941,1988,Hodges
REA18621,115 Eglinton St,Moonee Ponds,3039,h,1425000,S,6.2,4,2,2,388,228.2352941,1890,Jellis Craig
REA9701,42 Pasco St,Williamstown,3016,h,1523375,S,8,4,3,4,545,419.2307692,2003,RT Edgar
REA20979,8 Murray Dr,Burwood,3125,h,1588000,S,10.4,3,2,2,708,295,1995,Buxton
REA32935,601/97 Palmerston Cr,South Melbourne,3205,u,1796250,SP,1.9,1,1,0,231,192.5,1981,Greg
REA29141,47 Fakenham Rd,Ashburton,3147,h,1830000,SP,10.2,3,2,1,392,245,1998,Marshall White
REA2496,101/242 Glen Huntly Rd,Elsternwick,3185,u,2214000,S,8.5,2,2,2,173,108.125,1986,Buxton
REA29342,81 Wilson St,South Yarra,3141,h,2262375,PI,2.7,3,1,1,403,175.2173913,1880,Biggin
REA33360,1 Percy St,Black Rock,3193,h,2330000,PI,17.3,5,3,2,699,388.3333333,1995,Kay
REA9780,8/304 Tooronga Rd,Glen Iris,3146,u,2339375,S,9.2,2,1,1,262,163.75,2008,Jellis Craig
REA17210,2 Carnarvon St,Hawthorn East,3123,h,2354875,S,6.2,2,1,1,500,227.2727273,1993,Jellis Craig
REA34153,42 Wave St,Elwood,3184,h,2450000,VB,7.2,3,2,3,548,249.0909091,1928,Chisholm
REA9568,17 Bell St,Fitzroy,3065,h,4011000,S,1.6,4,3,2,587,419.2857143,1994,Nelson Alexander
REA22974,3 Devorgilla Av,Toorak,3142,h,5487500,SN,4.1,3,2,2,457,285.625,1995,Greg
REA19641,1/27 Noordenne Av,Seaholme,3018,u,312000,S,11,1,1,0,245,153.125,1992.5,RT Edgar
REA946,2/963 High St,Reservoir,3073,u,323000,S,11.2,2,1,1,185,154.1666667,1960,Nelson Alexander
REA18781,2115/18 Mt Alexander Rd,Travancore,3032,u,341500,S,4.3,2,1,1,256,182.8571429,2012,McGrath
REA11109,2/11 Cypress Av,Brooklyn,3012,t,525000,S,10.9,2,1,1,381,317.5,1981,HockingStuart
REA19010,4/63 Carlisle St,St Kilda,3182,u,533000,S,5,2,1,1,185,115.625,1960,Ray White
REA21244,2 Farmhouse Bvd,Epping,3076,h,620000,S,19.6,3,2,2,495,275,1998,Barry Plant
REA27397,91 Grevillea Cr,Hoppers Crossing,3029,h,641000,S,18.4,3,2,2,472,393.3333333,1990,Barry Plant
REA7095,5/61 Little Oxford St,Collingwood,3066,u,672000,S,1.6,2,1,1,244,174.2857143,2010,Jellis Craig
REA33648,3 Suffolk Rd,Dandenong North,3175,h,703500,PI,24.7,3,2,2,656,546.6666667,1980,Barry Plant
REA19235,5 Himbeck Ct,Noble Park,3174,h,722750,PI,22.7,4,2,3,673,280.4166667,1994,Barry Plant
REA20694,5/28 Ferncroft Av,Malvern East,3145,u,735000,S,8.4,2,1,1,206,171.6666667,1950,Jellis Craig
REA17238,6 Mansard La,Collingwood,3066,t,750000,SP,2,2,2,2,349,218.125,1984,Jellis Craig
REA6812,89 Darebin Bvd,Reservoir,3073,h,767500,S,11.2,3,2,2,691,276.4,2010,Barry Plant
REA24150,60 Palmer Av,Point Cook,3030,h,769000,S,14.7,4,2,2,578,304.2105263,2005,YPA
REA18713,33 Nolan St,Niddrie,3042,h,830000,S,10.4,3,2,1,490,288.2352941,2000,Brad
REA16441,6 Hilda Mw,Aspendale Gardens,3195,h,845000,S,21.5,2,2,2,567,236.25,2020,Barry Plant
REA24357,16 Botany Ct,Clarinda,3169,h,891500,S,17.5,3,1,1,671,291.7391304,1982,Woodards
REA4759,13 Montgomery Pl,Bulleen,3105,h,990000,PI,11.8,3,2,1,585,292.5,2020,Barry Plant
REA26837,4/150 Station St,Carlton,3053,t,1079700,SP,1.6,2,1,2,276,230,2005,Woodards
REA31347,9a Berty St,Newport,3015,t,1090000,S,6.2,4,3,2,306,191.25,2016,Ray White
REA8903,41 Service St,Coburg,3058,h,1130000,SP,7.8,3,1,2,735,432.3529412,1992,Re
REA12294,391 Brunswick Rd,Brunswick,3056,h,1135000,S,5.2,3,1,1,438,175.2,2007,Barry Plant
REA8209,202b Edward St,Brunswick East,3057,h,1170000,S,4.5,3,2,0,388,277.1428571,1972,Nelson Alexander
REA29926,2 Coronation St,Brunswick West,3055,h,1257625,VB,5.2,4,3,3,586,418.5714286,1996,Jellis Craig
REA7637,5 Dorothea St,Canterbury,3126,h,1305000,S,9,2,1,1,419,209.5,2004,Jellis Craig
REA9289,49 Park St,Abbotsford,3067,h,1315000,S,2.5,2,1,0,463,330.7142857,2004,Marshall White
REA14983,1 Harrison Av,Burwood,3125,h,1364125,VB,10.4,2,1,2,443,233.1578947,2020,Noel Jones
REA1869,50 Park Rd,Middle Park,3206,h,1515000,S,4.1,3,3,1,429,286,1978,Marshall White
REA25681,3 Kendall St,Preston,3072,h,1516000,S,8.4,4,2,1,375,250,1994,McGrath
REA11954,51 Victory Bvd,Ashburton,3147,h,1575000,S,11,2,1,2,679,452.6666667,2016,Jellis Craig
REA11636,871 Park St,Brunswick West,3055,h,1700000,PI,5.9,4,2,2,621,443.5714286,1994,Jellis Craig
REA14152,5 Kambrook Rd,Caulfield North,3161,h,2416250,S,8.1,3,2,1,435,228.9473684,2005,Buxton
REA18323,9 Beatty Av,Armadale,3143,h,2529875,SP,6.3,2,1,0,491,196.4,1880,WHITEFOX
REA33745,14 Salisbury Gr,Hawthorn,3122,h,2625875,S,5.3,4,2,0,378,198.9473684,1890,Jellis Craig
REA15281,28 Royal Cr,Armadale,3143,h,3650000,VB,6.3,3,2,2,425,250,2015,Kay
REA2732,16 Swinton Av,Kew,3101,h,4501000,S,5.6,2,1,1,635,373.5294118,2009,Jellis Craig
REA11075,47/202 The Avenue,Parkville,3052,u,395000,SP,2.6,1,1,1,272,170,1988,Woodards
REA27448,31 Egan Cl,Werribee,3030,h,490500,S,14.7,4,2,2,378,180,2000,Barry Plant
REA16087,5 Amira Rd,Wollert,3750,h,530000,PI,25.5,4,4,2,640,304.7619048,2014,Ray White
REA9216,1/28 Gladstone Pde,Glenroy,3046,t,550000,VB,13,3,1,1,354,252.8571429,2010,Barry Plant
REA33974,7/30 Elm St,Hawthorn,3122,u,560000,VB,5.3,1,1,0,186,132.8571429,1988,Jellis Craig
REA34359,410/28 Riddell Pde,Elsternwick,3185,u,560000,PI,7.2,1,1,0,202,144.2857143,2018,Biggin
REA32226,1 Gillingham Cr,Craigieburn,3064,h,562750,S,20.6,3,1,4,659,263.6,1987,Barry Plant
REA12397,8/705 Park St,Brunswick,3056,u,601000,S,5.2,2,1,1,219,136.875,2001,Brad
REA5856,87 Plumpton Av,Glenroy,3046,h,607000,S,13,3,2,2,597,238.8,1995,Eview
REA29637,6/540 High Street Rd,Mount Waverley,3149,u,610000,PI,14.2,3,1,2,249,155.625,1988,Stockdale
REA23853,13 Salmond St,Deer Park,3023,h,615750,PI,14.8,3,1,2,587,266.8181818,1990,YPA
REA35069,44 Andrea St,St Albans,3021,h,651375,PI,14,3,1,1,738,527.1428571,1986.5,Barry Plant
REA19891,35 Kings Rd,Emerald,3782,h,655000,S,36.9,2,1,0,524,374.2857143,1980,Kaye
REA6682,12 Burns Ct,Heidelberg Heights,3081,h,659500,SP,10.5,3,1,1,608,276.3636364,1981,Miles
REA12305,122 Tyler St,Preston,3072,h,800000,PI,8.8,3,1,2,516,258,2008,Chambers
REA13294,239 Chesterville Rd,Moorabbin,3189,h,860000,SA,14.6,3,1,2,601,462.3076923,2011,Hodges
REA2254,21 Reid St,Fitzroy North,3068,h,899000,S,3.5,2,1,2,637,335.2631579,2007,Jellis Craig
REA29895,2 Wyuna Cl,Greensborough,3088,h,905000,S,16.1,3,2,1,544,247.2727273,1970,Morrison
REA33083,31 Piera St,Brunswick East,3057,h,986000,S,4,2,1,2,641,267.0833333,1993,Nelson Alexander
REA11680,19 Hedderwick St,Balwyn North,3104,h,1250000,VB,9.2,4,2,2,644,460,2010,Marshall White
REA12885,373 Brunswick Rd,Brunswick,3056,h,1300000,VB,5.2,3,2,3,544,226.6666667,2014,Nelson Alexander
REA7875,33 Luckins Rd,Bentleigh,3204,h,1328000,S,13,3,2,2,690,328.5714286,1985,Woodards
REA17601,27 Sherbourne St,Essendon,3040,h,1360000,VB,7.5,3,2,2,374,162.6086957,2016,Nelson Alexander
REA27068,2 Beresford St,Mont Albert,3127,h,1390000,S,10.2,4,2,3,593,370.625,1988,HockingStuart
REA13591,41 Westbourne St,Prahran,3181,h,1705250,SN,4.5,3,2,2,598,260,1990,HockingStuart
REA20369,5 Connell St,Hawthorn,3122,h,1857000,S,5.3,2,1,1,409,272.6666667,1890,Jellis Craig
REA13060,45 Viewhill Rd,Balwyn North,3104,h,1911000,S,9.2,3,2,1,547,248.6363636,2001,Ray White
REA26080,10 Mayrose Cr,Brighton East,3187,h,2103000,S,10.3,4,2,2,708,295,1995,RT Edgar
REA1904,36 Cade Wy,Parkville,3052,h,2137250,SN,2.6,2,2,2,492,196.8,2013,Collings
REA3362,168 Maud St,Balwyn North,3104,h,2150625,PI,9.2,4,2,2,720,514.2857143,1983,Jellis Craig
REA9425,1 Doonkuna Av,Camberwell,3124,h,2384875,S,7.8,3,2,2,666,444,1997,Jellis Craig
REA2895,12 Alleyne Av,Armadale,3143,h,2529875,S,6.3,4,4,2,495,353.5714286,1981,RT Edgar
REA6697,1 Cambridge St,Armadale,3143,h,2529875,S,6.3,3,1,2,406,193.3333333,1982,Jellis Craig
REA8940,16 Leura Gr,Hawthorn East,3123,h,2800000,S,7.5,4,1,2,764,305.6,2008,Jellis Craig
REA3274,16 Chastleton Av,Toorak,3142,h,5020000,S,4.6,3,3,1,599,249.5833333,1985,Kay
REA7878,2/102 Rathcown Rd,Reservoir,3073,u,440000,SP,11.2,2,1,2,132,110,2006,Ray White
REA20306,7 Alexander Cl,Delahey,3037,h,475000,S,18,3,2,2,638,354.4444444,1990,YPA
REA19494,15 Champion Pde,Craigieburn,3064,h,510000,PI,20.6,4,2,1,373,310.8333333,2014,LJ
REA12450,5/22 Stanley St,Collingwood,3066,u,515000,S,1.6,2,1,1,193,160.8333333,1992,Peter
REA31262,3/44 Derrimut St,Albion,3020,u,530000,SP,10.5,2,2,2,243,151.875,2006,Sweeney
REA23269,5/30 Finsbury St,Flemington,3031,u,540000,S,3.4,2,1,2,219,156.4285714,2006,Nelson Alexander
REA13560,12 Hilltop Ct,Keilor East,3033,t,570000,SP,12.8,2,2,2,383,319.1666667,2001,Nelson Alexander
REA8100,2/37 Shand Rd,Reservoir,3073,u,620000,S,11.2,2,2,2,160,133.3333333,1984,Nelson Alexander
REA30856,34 Massie Cct,Sunbury,3429,h,631000,VB,31.7,4,2,3,622,327.3684211,2005,L
REA17675,2/34 Scovell Cr,Maidstone,3012,t,660000,PI,6.4,2,2,2,313,260.8333333,2020,Biggin
REA1838,6 Merbein St,Pascoe Vale,3044,h,680000,PI,9.9,2,1,2,489,305.625,1975,HockingStuart
REA26939,2/46 Howard St,Reservoir,3073,h,690000,S,12,1,1,0,489,203.75,1997,Haughton
REA33238,54 Wattletree St,Craigieburn,3064,h,710000,S,20.6,4,2,2,576,274.2857143,2008,Ray White
REA25301,111 Conrad St,St Albans,3021,h,715000,SP,14,4,1,2,429,225.7894737,1986.5,Sweeney
REA11702,36 Wood St,Avondale Heights,3034,h,806000,S,10.5,4,2,1,372,248,2001,Moonee
REA24780,10 Delhi St,Mitcham,3132,t,850000,VB,17.2,3,2,1,324,270,1994,Jellis Craig
REA11894,2/8 Laurie St,Newport,3015,t,863000,S,8.4,2,2,1,347,216.875,2003,Jason
REA17225,17 Barclay Dr,Cheltenham,3192,h,877000,S,17.9,3,1,2,533,410,1965,Ray White
REA33210,78 Graham Rd,Viewbank,3084,h,900000,PI,8.9,3,2,1,688,286.6666667,1993.5,Nelson Alexander
REA5004,1/48 Ormond Rd,Elwood,3184,u,1015000,S,7.7,2,1,2,220,183.3333333,1991,McGrath
REA28027,9 Campbell St,Heathmont,3135,h,1032250,SN,21.3,2,1,1,487,243.5,1960,Barry Plant
REA10208,166 MacEdon Rd,Templestowe Lower,3107,h,1098000,S,13.8,3,2,1,649,405.625,2000,Philip
REA21374,64 Barnard Gr,Kew,3101,h,1115000,S,5.4,4,2,0,427,305,1990,Fletchers
REA35469,2 Stanton Cr,Rosanna,3084,h,1223875,VB,8.9,4,2,2,703,468.6666667,1994.5,Nelson Alexander
REA14765,8 Brett St,Brunswick,3056,h,1268750,SP,5.2,2,1,0,628,299.047619,1994,Jellis Craig
REA23501,7 Separation St,Fairfield,3078,h,1300000,SP,5.7,3,2,4,579,304.7368421,1960,Love
REA17404,11 Miramar Ct,Donvale,3111,h,1305625,SN,16.1,4,2,2,724,482.6666667,1986,Barry Plant
REA16965,448 Chesterville Rd,Bentleigh East,3165,h,1385000,PI,13.8,3,1,2,710,507.1428571,1955,Buxton
REA24343,3/28 Foote St,Templestowe Lower,3107,t,1397250,SP,12.4,4,3,3,323,269.1666667,2010,Whiting
REA33917,11 Christopher Ct,Clarinda,3169,h,1425000,S,17.5,5,3,4,756,378,1982,Buxton
REA9823,37 Fulton Cr,Burwood,3125,h,1495000,S,11.7,3,3,2,745,413.8888889,1989,Noel Jones
REA19008,45A Afton St,Aberfeldie,3040,h,1784500,PN,7.5,3,3,2,401,308.4615385,2009,McDonald
REA9006,22 Aintree Rd,Glen Iris,3146,h,1800000,SP,9.2,4,3,2,743,464.375,2000,Marshall White
REA4585,27 Falmouth St,Hawthorn,3122,h,2160000,S,4.6,3,2,2,387,193.5,1976,Noel Jones
REA12540,90 Danks St,Albert Park,3206,h,2205500,S,3.3,3,1,2,661,314.7619048,1985,Marshall White
REA10640,2 Dundas Pl,Albert Park,3206,h,2615000,S,3.3,3,2,1,412,187.2727273,2014,Cayzer
REA23247,27 Wheatland Rd,Malvern,3144,h,3400000,S,5.9,4,2,2,561,374,1996,Marshall White
REA14963,24 Norwood Av,Brighton,3186,h,5300000,PI,10.5,4,4,2,552,240,1984,Marshall White
REA10040,14/9 Southey St,Elwood,3184,u,300000,S,7.7,1,1,0,229,143.125,1996,HockingStuart
REA1378,9/7 Derry St,Bentleigh East,3165,u,380000,PI,13.9,1,1,0,264,165,1990,Buxton
REA2703,6/7 Judd St,Carnegie,3163,u,435000,S,11.4,4,3,2,212,132.5,1972,Gary
REA24730,2a Supply Dr,Epping,3076,u,457000,S,19.6,2,1,1,248,177.1428571,1998,Hamilton
REA32415,36 Hawkesbury Rd,Werribee,3030,h,462000,S,14.7,3,1,2,533,242.2727273,1989.5,YPA
REA24566,8 Hammond Pl,Roxburgh Park,3064,h,500000,S,20.6,3,2,2,372,265.7142857,2000,Raine
REA29212,2/3 Ballater St,Essendon,3040,u,525000,SA,7.5,1,1,1,205,128.125,1980,Nelson Alexander
REA13047,27 Warmington Rd,Sunshine West,3020,h,530000,S,13.5,3,1,1,573,229.2,1973,Barry Plant
REA27627,7 Kangaroo Rd,Craigieburn,3064,h,530000,PI,20.6,4,2,2,373,186.5,2017,Ray White
REA16003,11 Grimwade Ct,Epping,3076,h,540000,S,19.6,3,1,4,699,279.6,1988,R&H
REA21279,6/22 Mitford St,St Kilda,3182,u,556000,SP,5,2,1,1,259,215.8333333,2019,Wilson
REA1218,5/107 Victoria Rd,Hawthorn East,3123,u,655250,SP,7.5,2,2,1,220,137.5,1983,Marshall White
REA13039,1m Bonview St,Reservoir,3073,t,663500,S,11.2,2,1,1,346,216.25,2003,Nelson Alexander
REA16518,5 Greenview Ct,Cranbourne North,3977,h,666500,PI,34.7,4,2,2,445,202.2727273,2009,Ray White
REA8293,11 Links St,Sunshine West,3020,h,680000,S,13.5,3,1,2,726,427.0588235,2006,Douglas
REA20213,10 Dorothea Ct,Bundoora,3083,h,685000,S,12.1,3,1,2,557,428.4615385,1991,Ray White
REA9011,25 Rogan La,Kensington,3031,t,700000,S,4.2,2,1,3,314,261.6666667,1997,Village
REA28982,4/5 Turnbull Ct,Brunswick West,3055,t,730000,VB,5.2,4,4,3,399,285,1993,Nelson Alexander
REA32500,4/144 Woods St,Newport,3015,t,795000,S,6.2,3,1,1,409,292.1428571,1990,Jason
REA30744,78 Ranfurlie Bvd,Cranbourne West,3977,h,825000,VB,34.7,4,4,3,564,313.3333333,2006,Barry Plant
REA11638,35 Goulburn Av,Reservoir,3073,h,880000,S,11.2,2,2,2,494,197.6,2008,Ray White
REA5233,9 Peacock St,Brunswick West,3055,h,921500,S,5.9,3,1,1,575,410.7142857,2012,Ray White
REA6466,40 Dellfield Dr,Templestowe Lower,3107,h,950000,PI,13.8,5,3,2,700,368.4210526,2002,Barry Plant
REA29503,1/63 Winfield Rd,Balwyn North,3104,t,1038000,S,9.7,3,1,2,369,307.5,2008,Noel Jones
REA12380,47 Margaret St,Moonee Ponds,3039,h,1055000,S,6.9,2,1,1,510,364.2857143,1984,Moonee
REA21023,110 Chapel Rd,Moorabbin,3189,h,1072000,S,14.3,3,1,3,585,234,1950,Jellis Craig
REA22586,68 Vanbrook St,Forest Hill,3131,h,1112250,SP,15.4,3,1,2,580,276.1904762,1960,Fletchers
REA12398,304/162 Rosslyn St,West Melbourne,3003,u,1236875,PN,1.9,2,1,1,276,197.1428571,2006,Rombotis
REA20596,3 England St,Bulleen,3105,h,1240000,S,10.8,4,2,2,602,501.6666667,1970,Purplebricks
REA12897,3A Blanche St,Collingwood,3066,t,1308000,S,1.6,3,1,2,321,229.2857143,2004,Jellis Craig
REA12306,54 Bradley Av,Thornbury,3071,h,1363750,SP,6.5,3,3,2,574,260.9090909,2009,Nelson Alexander
REA5357,81 Fromer St,Bentleigh,3204,h,1430000,S,13,4,2,2,611,321.5789474,1982,HockingStuart
REA6549,4 Addison St,Moonee Ponds,3039,h,1530000,S,6.9,3,2,1,431,205.2380952,1990,Jellis Craig
REA25997,1A Laburnum Ct,Brighton,3186,t,1900000,VB,10.5,3,2,2,400,333.3333333,2001,Buxton
REA14603,24 Clarence St,Elsternwick,3185,h,1940000,S,8.5,3,2,2,439,292.6666667,2002,Biggin
REA12213,34 Albion St,South Yarra,3141,h,2262375,S,3.3,3,2,1,396,172.173913,1990,Jellis Craig
REA4340,22 Greig St,Albert Park,3206,h,3755000,S,3.3,3,2,2,646,496.9230769,1971,Greg
REA26703,3 Poa Mw,Berwick,3806,h,426000,S,35.2,2,1,1,458,208.1818182,2017,Barry Plant
REA4306,311/13 Wellington St,St Kilda,3182,u,470000,VB,6.1,2,1,1,213,152.1428571,1971,Jason
REA11934,4/14 Briggs St,Caulfield,3162,u,550000,VB,8.9,2,1,1,165,137.5,1979,Gary
REA21558,92 Pine St,Reservoir,3073,u,625500,S,12,2,1,2,228,190,1960,RW Property Group
REA24769,64 Frawley Rd,Hallam,3803,h,645000,SP,32.3,3,2,2,787,414.2105263,1980,O'Brien Real Estate
REA4379,119 Middle St,Hadfield,3046,h,650000,S,12.1,4,1,4,588,452.3076923,1996,Barry Plant
REA11374,4 Apollo Pl,Sunshine West,3020,h,657000,S,13.5,4,2,4,651,283.0434783,1974,HockingStuart
REA28063,31 Waterbury St,Cranbourne,3977,h,663000,S,34.7,4,2,2,666,302.7272727,1993,LJ
REA23323,1b Stanger St,Yarraville,3013,t,772000,SP,6.3,2,2,2,337,210.625,1992,Jason
REA18742,30 Dunlop Av,Bayswater North,3153,h,821750,SN,23.2,3,1,1,440,244.4444444,1978,Barry Plant
REA3949,10 Pender St,Preston,3072,h,875000,S,8.8,4,1,2,400,200,2006,HockingStuart
REA31829,5 Parkside Ri,Wallan,3756,h,920000,S,44.2,4,3,3,564,376,1983,LJ
REA14764,60 Rosala Av,Altona North,3025,h,1130000,S,11.1,4,3,3,637,289.5454545,2000,Jason
REA15278,13 Caroline Cr,Blackburn North,3130,h,1190000,S,13.4,3,2,2,486,324,1981,Jellis Craig
REA19588,1/10 Reno Rd,Sandringham,3191,h,1235000,S,15.2,4,2,2,404,336.6666667,1925,Hodges
REA13673,68 Tambet St,Bentleigh East,3165,h,1251000,S,13.9,3,1,1,612,278.1818182,2007,HockingStuart
REA30796,12/1 Maraquita Gr,Hawthorn East,3123,h,1260000,S,6.2,3,2,2,417,189.5454545,1999,Marshall White
REA35198,26 Entally Dr,Wheelers Hill,3150,h,1377125,W,16.7,4,2,3,760,400,1980,One
REA5011,6 Shiel St,North Melbourne,3051,h,1385000,S,2.3,3,2,0,635,254,2009,Nelson Alexander
REA18396,8 Felgate Pde,Vermont South,3133,h,1391000,PI,17.2,5,2,2,660,412.5,1985,Barry Plant
REA33064,4 Lemon Gr,Mount Waverley,3149,h,1430000,S,14.2,5,2,4,725,453.125,1982,Jellis Craig
REA13709,1 Balloan St,Coburg,3058,h,1455000,S,7.8,4,3,2,768,548.5714286,2011,Brad
REA34202,348 Napier St,Fitzroy,3065,h,1595000,S,2.1,3,2,2,478,199.1666667,1998,Nelson Alexander
